You Can Do It,"{'Rating': [86, 66.0, 50.0, 42.0, 42.0, 40.0, 35.0, 46.0, 45.0, 54.0, 73.0, 89.0], 'RatingChange': [-20.0, -16.0, -8.0, 0.0, -2.0, -5.0, 11.0, -1.0, 9.0, 19.0, 16.0]}"
Still In My Heart,"{'Rating': [95, 88.0, 98.0], 'RatingChange': [-7.0, 10.0]}"
Blue (Da Ba Dee),"{'Rating': [67, 29.0, 16.0, 16.0, 13.0, 11.0, 9.0, 6.0, 7.0, 9.0, 13.0, 19.0, 21.0, 24.0, 32.0, 42.0, 56.0, 60.0, 76.0, 88.0], 'RatingChange': [-38.0, -13.0, 0.0, -3.0, -2.0, -2.0, -3.0, 1.0, 2.0, 4.0, 6.0, 2.0, 3.0, 8.0, 10.0, 14.0, 4.0, 16.0, 12.0]}"
That's The Way It Is,"{'Rating': [74, 68.0, 65.0, 49.0, 44.0, 34.0, 30.0, 30.0, 17.0, 14.0, 11.0, 8.0, 9.0, 10.0, 11.0, 11.0, 6.0, 8.0, 7.0, 7.0, 9.0, 10.0, 14.0, 16.0, 26.0, 31.0, 35.0, 42.0], 'RatingChange': [-6.0, -3.0, -16.0, -5.0, -10.0, -4.0, 0.0, -13.0, -3.0, -3.0, -3.0, 1.0, 1.0, 1.0, 0.0, -5.0, 2.0, -1.0, 0.0, 2.0, 1.0, 4.0, 2.0, 10.0, 5.0, 4.0, 7.0]}"
It's Gonna Be Me,"{'Rating': [82, 70.0, 51.0, 39.0, 26.0, 19.0, 15.0, 9.0, 7.0, 7.0, 5.0, 4.0, 1.0, 1.0, 3.0, 4.0, 6.0, 10.0, 13.0, 15.0, 18.0, 23.0, 28.0, 38.0, 48.0], 'RatingChange': [-12.0, -19.0, -12.0, -13.0, -7.0, -4.0, -6.0, -2.0, 0.0, -2.0, -1.0, -3.0, 0.0, 2.0, 1.0, 2.0, 4.0, 3.0, 2.0, 3.0, 5.0, 5.0, 10.0, 10.0]}"
From The Bottom Of My Broken Heart,"{'Rating': [76, 59.0, 52.0, 52.0, 14.0, 14.0, 17.0, 24.0, 33.0, 35.0, 41.0, 45.0, 54.0, 64.0, 64.0, 81.0, 97.0, 92.0, 86.0, 90.0], 'RatingChange': [-17.0, -7.0, 0.0, -38.0, 0.0, 3.0, 7.0, 9.0, 2.0, 6.0, 4.0, 9.0, 10.0, 0.0, 17.0, 16.0, -5.0, -6.0, 4.0]}"
I Think God Can Explain,"{'Rating': [71, 66.0, 62.0, 62.0, 62.0, 64.0, 65.0, 71.0, 81.0, 89.0, 95.0, 100.0], 'RatingChange': [-5.0, -4.0, 0.0, 0.0, 2.0, 1.0, 6.0, 10.0, 8.0, 6.0, 5.0]}"
Spanish Guitar,"{'Rating': [98, 98.0, 98.0], 'RatingChange': [0.0, 0.0]}"
I Don't Wanna,"{'Rating': [84, 62.0, 51.0, 41.0, 38.0, 35.0, 35.0, 38.0, 38.0, 36.0, 37.0, 37.0, 38.0, 49.0, 61.0, 63.0, 62.0, 67.0, 83.0, 86.0], 'RatingChange': [-22.0, -11.0, -10.0, -3.0, -3.0, 0.0, 3.0, 0.0, -2.0, 1.0, 0.0, 1.0, 11.0, 12.0, 2.0, -1.0, 5.0, 16.0, 3.0]}"
If I Am,"{'Rating': [68, 68.0, 81.0, 94.0, 100.0], 'RatingChange': [0.0, 13.0, 13.0, 6.0]}"
Say My Name,"{'Rating': [83, 83.0, 44.0, 38.0, 16.0, 13.0, 16.0, 16.0, 16.0, 18.0, 17.0, 14.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 5.0, 5.0, 5.0, 7.0, 10.0, 13.0, 14.0, 18.0, 23.0, 23.0, 34.0, 37.0, 43.0, 47.0], 'RatingChange': [0.0, -39.0, -6.0, -22.0, -3.0, 3.0, 0.0, 0.0, 2.0, -1.0, -3.0, -13.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 2.0, 3.0, 3.0, 1.0, 4.0, 5.0, 0.0, 11.0, 3.0, 6.0, 4.0]}"
Stay The Night,"{'Rating': [84, 61.0, 45.0, 43.0, 40.0, 38.0, 36.0, 31.0, 34.0, 34.0, 40.0, 36.0, 36.0, 23.0, 41.0, 62.0, 70.0, 71.0, 79.0, 78.0], 'RatingChange': [-23.0, -16.0, -2.0, -3.0, -2.0, -2.0, -5.0, 3.0, 0.0, 6.0, -4.0, 0.0, -13.0, 18.0, 21.0, 8.0, 1.0, 8.0, -1.0]}"
Wonderful,"{'Rating': [77, 69.0, 53.0, 37.0, 33.0, 25.0, 24.0, 23.0, 22.0, 25.0, 28.0, 25.0, 11.0, 13.0, 13.0, 11.0, 18.0, 28.0, 36.0, 39.0, 45.0], 'RatingChange': [-8.0, -16.0, -16.0, -4.0, -8.0, -1.0, -1.0, -1.0, 3.0, 3.0, -3.0, -14.0, 2.0, 0.0, -2.0, 7.0, 10.0, 8.0, 3.0, 6.0]}"
Let's Get Married,"{'Rating': [77, 66.0, 55.0, 45.0, 38.0, 42.0, 33.0, 29.0, 28.0, 26.0, 23.0, 15.0, 11.0, 14.0, 14.0, 17.0, 20.0, 20.0, 21.0, 23.0, 24.0, 29.0, 36.0, 47.0], 'RatingChange': [-11.0, -11.0, -10.0, -7.0, 4.0, -9.0, -4.0, -1.0, -2.0, -3.0, -8.0, -4.0, 3.0, 0.0, 3.0, 3.0, 0.0, 1.0, 2.0, 1.0, 5.0, 7.0, 11.0]}"
That's What I'm Looking For,"{'Rating': [93, 73.0, 60.0, 60.0, 60.0, 60.0, 63.0, 56.0, 58.0, 70.0, 71.0, 72.0, 90.0, 94.0, 94.0, 94.0, 94.0, 100.0], 'RatingChange': [-20.0, -13.0, 0.0, 0.0, 0.0, 3.0, -7.0, 2.0, 12.0, 1.0, 1.0, 18.0, 4.0, 0.0, 0.0, 0.0, 6.0]}"
Goodbye Earl,"{'Rating': [40, 29.0, 24.0, 24.0, 20.0, 20.0, 20.0, 19.0, 38.0, 61.0, 86.0, 88.0, 96.0, 96.0, 98.0], 'RatingChange': [-11.0, -5.0, 0.0, -4.0, 0.0, 0.0, -1.0, 19.0, 23.0, 25.0, 2.0, 8.0, 0.0, 2.0]}"
Cowboy Take Me Away,"{'Rating': [79, 72.0, 70.0, 61.0, 52.0, 52.0, 52.0, 39.0, 31.0, 27.0, 27.0, 27.0, 31.0, 37.0, 40.0, 47.0, 51.0, 56.0, 59.0, 59.0], 'RatingChange': [-7.0, -2.0, -9.0, -9.0, 0.0, 0.0, -13.0, -8.0, -4.0, 0.0, 0.0, 4.0, 6.0, 3.0, 7.0, 4.0, 5.0, 3.0, 0.0]}"
Smile,"{'Rating': [89, 80.0, 80.0, 80.0, 65.0, 47.0, 44.0, 42.0, 39.0, 39.0, 43.0, 41.0, 43.0, 45.0, 50.0, 58.0, 67.0, 78.0, 85.0, 91.0], 'RatingChange': [-9.0, 0.0, 0.0, -15.0, -18.0, -3.0, -2.0, -3.0, 0.0, 4.0, -2.0, 2.0, 2.0, 5.0, 8.0, 9.0, 11.0, 7.0, 6.0]}"
I Knew I Loved You,"{'Rating': [71, 48.0, 43.0, 31.0, 20.0, 13.0, 7.0, 6.0, 4.0, 4.0, 4.0, 6.0, 4.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 4.0, 8.0, 8.0, 12.0, 14.0, 17.0, 21.0, 24.0, 30.0, 34.0, 37.0, 46.0, 47.0], 'RatingChange': [-23.0, -5.0, -12.0, -11.0, -7.0, -6.0, -1.0, -2.0, 0.0, 0.0, 2.0, -2.0, -2.0, -1.0, 0.0, 0.0, 1.0, -1.0, 1.0, 2.0, 4.0, 0.0, 4.0, 2.0, 3.0, 4.0, 3.0, 6.0, 4.0, 3.0, 9.0, 1.0]}"
Hot Boyz,"{'Rating': [36, 21.0, 13.0, 9.0, 7.0, 7.0, 5.0, 7.0, 7.0, 7.0, 8.0, 11.0, 7.0, 10.0, 11.0, 12.0, 15.0, 17.0, 23.0, 30.0, 38.0], 'RatingChange': [-15.0, -8.0, -4.0, -2.0, 0.0, -2.0, 2.0, 0.0, 0.0, 1.0, 3.0, -4.0, 3.0, 1.0, 1.0, 3.0, 2.0, 6.0, 7.0, 8.0]}"
Country Comes To Town,"{'Rating': [82, 78.0, 75.0, 69.0, 66.0, 62.0, 59.0, 58.0, 55.0, 55.0, 54.0, 62.0, 81.0, 95.0, 93.0], 'RatingChange': [-4.0, -3.0, -6.0, -3.0, -4.0, -3.0, -1.0, -3.0, 0.0, -1.0, 8.0, 19.0, 14.0, -2.0]}"
You Sang To Me,"{'Rating': [77, 54.0, 50.0, 43.0, 30.0, 27.0, 21.0, 18.0, 15.0, 13.0, 13.0, 13.0, 13.0, 5.0, 2.0, 2.0, 5.0, 7.0, 9.0, 12.0, 12.0, 16.0, 20.0, 20.0, 22.0, 25.0, 26.0, 29.0, 35.0, 33.0, 40.0, 44.0], 'RatingChange': [-23.0, -4.0, -7.0, -13.0, -3.0, -6.0, -3.0, -3.0, -2.0, 0.0, 0.0, 0.0, -8.0, -3.0, 0.0, 3.0, 2.0, 2.0, 3.0, 0.0, 4.0, 4.0, 0.0, 2.0, 3.0, 1.0, 3.0, 6.0, -2.0, 7.0, 4.0]}"
Breathe,"{'Rating': [81, 68.0, 62.0, 51.0, 42.0, 35.0, 28.0, 28.0, 28.0, 43.0, 30.0, 23.0, 23.0, 21.0, 21.0, 21.0, 5.0, 3.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 3.0, 4.0, 2.0, 5.0, 8.0, 11.0, 13.0, 14.0, 18.0, 22.0, 23.0, 22.0, 24.0, 30.0, 31.0, 31.0, 38.0, 39.0, 42.0, 49.0, 49.0, 48.0, 47.0], 'RatingChange': [-13.0, -6.0, -11.0, -9.0, -7.0, -7.0, 0.0, 0.0, 15.0, -13.0, -7.0, 0.0, -2.0, 0.0, 0.0, -16.0, -2.0, 0.0, 1.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0, -1.0, 0.0, 1.0, 1.0, -2.0, 3.0, 3.0, 3.0, 2.0, 1.0, 4.0, 4.0, 1.0, -1.0, 2.0, 6.0, 1.0, 0.0, 7.0, 1.0, 3.0, 7.0, 0.0, -1.0, -1.0]}"
Deep Inside,"{'Rating': [83, 80.0, 80.0, 75.0, 75.0, 73.0, 64.0, 64.0, 65.0, 67.0, 63.0, 67.0, 75.0, 85.0, 94.0], 'RatingChange': [-3.0, 0.0, -5.0, 0.0, -2.0, -9.0, 0.0, 1.0, 2.0, -4.0, 4.0, 8.0, 10.0, 9.0]}"
I Just Wanna Love U (Give It 2 Me),"{'Rating': [58, 45.0, 35.0, 26.0, 23.0, 19.0, 14.0, 14.0, 13.0, 11.0, 12.0, 12.0, 12.0, 15.0, 15.0, 19.0, 24.0, 28.0, 29.0, 30.0, 40.0], 'RatingChange': [-13.0, -10.0, -9.0, -3.0, -4.0, -5.0, 0.0, -1.0, -2.0, 1.0, 0.0, 0.0, 3.0, 0.0, 4.0, 5.0, 4.0, 1.0, 1.0, 10.0]}"
That's The Way,"{'Rating': [78, 67.0, 63.0, 54.0, 50.0, 44.0, 38.0, 30.0, 27.0, 25.0, 31.0, 28.0, 30.0, 28.0, 32.0, 35.0, 48.0, 46.0, 51.0, 59.0], 'RatingChange': [-11.0, -4.0, -9.0, -4.0, -6.0, -6.0, -8.0, -3.0, -2.0, 6.0, -3.0, 2.0, -2.0, 4.0, 3.0, 13.0, -2.0, 5.0, 8.0]}"
The Best Man I Can Be,"{'Rating': [97, 97.0, 83.0, 94.0, 84.0, 88.0, 85.0, 82.0, 77.0, 77.0, 85.0, 89.0], 'RatingChange': [0.0, -14.0, 11.0, -10.0, 4.0, -3.0, -3.0, -5.0, 0.0, 8.0, 4.0]}"
Cherchez LaGhost,"{'Rating': [98], 'RatingChange': []}"
This Time Around,"{'Rating': [22, 22.0, 20.0, 45.0, 87.0, 71.0, 95.0], 'RatingChange': [0.0, -2.0, 25.0, 42.0, -16.0, 24.0]}"
Hanginaround,"{'Rating': [84, 70.0, 66.0, 60.0, 46.0, 37.0, 35.0, 35.0, 35.0, 32.0, 29.0, 29.0, 28.0, 32.0, 38.0, 48.0, 56.0, 59.0, 61.0, 66.0], 'RatingChange': [-14.0, -4.0, -6.0, -14.0, -9.0, -2.0, 0.0, 0.0, -3.0, -3.0, 0.0, -1.0, 4.0, 6.0, 10.0, 8.0, 3.0, 2.0, 5.0]}"
I Try,"{'Rating': [68, 51.0, 47.0, 36.0, 30.0, 20.0, 15.0, 12.0, 8.0, 7.0, 7.0, 7.0, 6.0, 5.0, 6.0, 9.0, 10.0, 11.0, 14.0, 16.0, 16.0, 16.0, 21.0, 27.0, 34.0, 40.0, 46.0], 'RatingChange': [-17.0, -4.0, -11.0, -6.0, -10.0, -5.0, -3.0, -4.0, -1.0, 0.0, 0.0, -1.0, -1.0, 1.0, 3.0, 1.0, 1.0, 3.0, 2.0, 0.0, 0.0, 5.0, 6.0, 7.0, 6.0, 6.0]}"
Stan,"{'Rating': [78, 67.0, 57.0, 57.0, 51.0, 51.0, 51.0, 57.0, 55.0, 70.0, 69.0, 77.0, 88.0, 93.0, 100.0], 'RatingChange': [-11.0, -10.0, 0.0, -6.0, 0.0, 0.0, 6.0, -2.0, 15.0, -1.0, 8.0, 11.0, 5.0, 7.0]}"
Lucky,"{'Rating': [61, 41.0, 28.0, 26.0, 23.0, 29.0, 30.0, 40.0, 66.0, 86.0, 100.0], 'RatingChange': [-20.0, -13.0, -2.0, -3.0, 6.0, 1.0, 10.0, 26.0, 20.0, 14.0]}"
Whoa!,"{'Rating': [78, 59.0, 53.0, 52.0, 47.0, 46.0, 43.0, 47.0, 47.0, 58.0, 54.0, 57.0, 70.0, 85.0, 84.0, 93.0, 97.0], 'RatingChange': [-19.0, -6.0, -1.0, -5.0, -1.0, -3.0, 4.0, 0.0, 11.0, -4.0, 3.0, 13.0, 15.0, -1.0, 9.0, 4.0]}"
Lessons Learned,"{'Rating': [80, 73.0, 61.0, 61.0, 48.0, 48.0, 48.0, 48.0, 44.0, 42.0, 40.0, 40.0, 50.0, 66.0, 81.0, 93.0, 94.0, 99.0, 99.0, 100.0], 'RatingChange': [-7.0, -12.0, 0.0, -13.0, 0.0, 0.0, 0.0, -4.0, -2.0, -2.0, 0.0, 10.0, 16.0, 15.0, 12.0, 1.0, 5.0, 0.0, 1.0]}"
G'D Up,"{'Rating': [77, 77.0, 89.0, 64.0, 57.0, 47.0, 47.0, 55.0, 65.0, 69.0, 83.0, 82.0, 90.0, 94.0], 'RatingChange': [0.0, 12.0, -25.0, -7.0, -10.0, 0.0, 8.0, 10.0, 4.0, 14.0, -1.0, 8.0, 4.0]}"
Summer Rain,"{'Rating': [82, 82.0, 86.0, 80.0, 82.0, 83.0, 84.0, 82.0, 88.0, 94.0, 95.0], 'RatingChange': [0.0, 4.0, -6.0, 2.0, 1.0, 1.0, -2.0, 6.0, 6.0, 1.0]}"
Amazed,"{'Rating': [81, 54.0, 44.0, 39.0, 38.0, 33.0, 29.0, 29.0, 32.0, 27.0, 26.0, 24.0, 27.0, 32.0, 33.0, 35.0, 35.0, 40.0, 43.0, 50.0, 45.0, 45.0, 45.0, 23.0, 17.0, 14.0, 17.0, 18.0, 18.0, 3.0, 1.0, 1.0, 2.0, 3.0, 4.0, 4.0, 5.0, 6.0, 8.0, 9.0, 10.0, 12.0, 15.0, 20.0, 22.0, 22.0, 25.0, 26.0, 31.0, 32.0, 37.0, 42.0, 42.0, 45.0, 50.0], 'RatingChange': [-27.0, -10.0, -5.0, -1.0, -5.0, -4.0, 0.0, 3.0, -5.0, -1.0, -2.0, 3.0, 5.0, 1.0, 2.0, 0.0, 5.0, 3.0, 7.0, -5.0, 0.0, 0.0, -22.0, -6.0, -3.0, 3.0, 1.0, 0.0, -15.0, -2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 3.0, 5.0, 2.0, 0.0, 3.0, 1.0, 5.0, 1.0, 5.0, 5.0, 0.0, 3.0, 5.0]}"
Bring It All To Me,"{'Rating': [73, 63.0, 50.0, 42.0, 24.0, 19.0, 17.0, 14.0, 11.0, 9.0, 9.0, 9.0, 10.0, 5.0, 5.0, 6.0, 8.0, 9.0, 15.0, 15.0, 18.0, 17.0, 18.0, 19.0, 19.0, 22.0, 26.0, 32.0, 42.0], 'RatingChange': [-10.0, -13.0, -8.0, -18.0, -5.0, -2.0, -3.0, -3.0, -2.0, 0.0, 0.0, 1.0, -5.0, 0.0, 1.0, 2.0, 1.0, 6.0, 0.0, 3.0, -1.0, 1.0, 1.0, 0.0, 3.0, 4.0, 6.0, 10.0]}"
You Should've Told Me,"{'Rating': [91, 91.0, 91.0, 87.0, 86.0, 79.0, 79.0, 75.0, 70.0, 68.0, 64.0, 64.0, 68.0, 70.0, 74.0, 90.0, 86.0, 85.0, 93.0, 92.0], 'RatingChange': [0.0, 0.0, -4.0, -1.0, -7.0, 0.0, -4.0, -5.0, -2.0, -4.0, 0.0, 4.0, 2.0, 4.0, 16.0, -4.0, -1.0, 8.0, -1.0]}"
Take That,"{'Rating': [94, 88.0, 86.0, 91.0, 89.0, 87.0, 99.0], 'RatingChange': [-6.0, -2.0, 5.0, -2.0, -2.0, 12.0]}"
All Good?,"{'Rating': [96, 96.0, 100.0], 'RatingChange': [0.0, 4.0]}"
Treat Her Like A Lady,"{'Rating': [77, 75.0, 63.0, 63.0, 69.0, 64.0, 68.0, 67.0, 72.0, 79.0, 78.0, 84.0, 85.0, 90.0, 89.0, 99.0, 100.0], 'RatingChange': [-2.0, -12.0, 0.0, 6.0, -5.0, 4.0, -1.0, 5.0, 7.0, -1.0, 6.0, 1.0, 5.0, -1.0, 10.0, 1.0]}"
Private Emotion,"{'Rating': [76, 67.0, 71.0, 78.0, 89.0], 'RatingChange': [-9.0, 4.0, 7.0, 11.0]}"
Better Off Alone,"{'Rating': [79, 65.0, 53.0, 48.0, 45.0, 36.0, 34.0, 29.0, 27.0, 30.0, 36.0, 37.0, 39.0, 49.0, 57.0, 63.0, 65.0, 68.0, 79.0, 86.0], 'RatingChange': [-14.0, -12.0, -5.0, -3.0, -9.0, -2.0, -5.0, -2.0, 3.0, 6.0, 1.0, 2.0, 10.0, 8.0, 6.0, 2.0, 3.0, 11.0, 7.0]}"
Bad Boyz,"{'Rating': [94, 87.0, 90.0, 90.0, 82.0, 67.0, 61.0, 57.0, 71.0, 78.0, 74.0, 81.0, 88.0, 96.0, 100.0], 'RatingChange': [-7.0, 3.0, 0.0, -8.0, -15.0, -6.0, -4.0, 14.0, 7.0, -4.0, 7.0, 7.0, 8.0, 4.0]}"
I Wanna Be With You,"{'Rating': [69, 63.0, 54.0, 50.0, 45.0, 42.0, 31.0, 28.0, 24.0, 34.0, 42.0, 53.0, 65.0, 66.0, 77.0, 94.0, 99.0, 93.0, 91.0, 91.0, 90.0, 89.0, 86.0], 'RatingChange': [-6.0, -9.0, -4.0, -5.0, -3.0, -11.0, -3.0, -4.0, 10.0, 8.0, 11.0, 12.0, 1.0, 11.0, 17.0, 5.0, -6.0, -2.0, 0.0, -1.0, -1.0, -3.0]}"
Buy Me A Rose,"{'Rating': [79, 72.0, 65.0, 65.0, 54.0, 46.0, 46.0, 43.0, 40.0, 40.0, 46.0, 54.0, 58.0, 66.0, 73.0, 82.0, 86.0, 84.0, 88.0, 91.0], 'RatingChange': [-7.0, -7.0, 0.0, -11.0, -8.0, 0.0, -3.0, -3.0, 0.0, 6.0, 8.0, 4.0, 8.0, 7.0, 9.0, 4.0, -2.0, 4.0, 3.0]}"
Got It All,"{'Rating': [89, 88.0, 88.0, 91.0, 95.0], 'RatingChange': [-1.0, 0.0, 3.0, 4.0]}"
It's So Hard,"{'Rating': [96, 87.0, 75.0, 79.0, 81.0, 81.0, 76.0, 76.0, 78.0, 84.0, 90.0, 88.0, 94.0, 98.0, 100.0], 'RatingChange': [-9.0, -12.0, 4.0, 2.0, 0.0, -5.0, 0.0, 2.0, 6.0, 6.0, -2.0, 6.0, 4.0, 2.0]}"
It Must Be Love,"{'Rating': [76, 74.0, 68.0, 63.0, 57.0, 49.0, 44.0, 39.0, 39.0, 38.0, 37.0, 37.0, 40.0, 47.0, 62.0, 64.0, 75.0, 80.0, 84.0, 89.0], 'RatingChange': [-2.0, -6.0, -5.0, -6.0, -8.0, -5.0, -5.0, 0.0, -1.0, -1.0, 0.0, 3.0, 7.0, 15.0, 2.0, 11.0, 5.0, 4.0, 5.0]}"
It Feels So Good,"{'Rating': [67, 52.0, 30.0, 23.0, 19.0, 17.0, 16.0, 16.0, 14.0, 12.0, 13.0, 13.0, 11.0, 8.0, 10.0, 10.0, 11.0, 14.0, 17.0, 19.0, 21.0, 31.0, 38.0, 49.0], 'RatingChange': [-15.0, -22.0, -7.0, -4.0, -2.0, -1.0, 0.0, -2.0, -2.0, 1.0, 0.0, -2.0, -3.0, 2.0, 0.0, 1.0, 3.0, 3.0, 2.0, 2.0, 10.0, 7.0, 11.0]}"
Loser,"{'Rating': [76, 76.0, 72.0, 69.0, 67.0, 65.0, 55.0, 59.0, 62.0, 61.0, 61.0, 59.0, 61.0, 66.0, 72.0, 76.0, 75.0, 67.0, 73.0, 70.0], 'RatingChange': [0.0, -4.0, -3.0, -2.0, -2.0, -10.0, 4.0, 3.0, -1.0, 0.0, -2.0, 2.0, 5.0, 6.0, 4.0, -1.0, -8.0, 6.0, -3.0]}"
Taking You Home,"{'Rating': [79, 77.0, 74.0, 73.0, 66.0, 62.0, 58.0, 58.0, 61.0, 68.0, 71.0, 71.0, 79.0, 83.0, 85.0, 87.0, 83.0, 90.0, 87.0, 87.0], 'RatingChange': [-2.0, -3.0, -1.0, -7.0, -4.0, -4.0, 0.0, 3.0, 7.0, 3.0, 0.0, 8.0, 4.0, 2.0, 2.0, -4.0, 7.0, -3.0, 0.0]}"
Thong Song,"{'Rating': [74, 63.0, 35.0, 26.0, 26.0, 23.0, 20.0, 16.0, 13.0, 10.0, 6.0, 6.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 7.0, 8.0, 13.0, 17.0, 24.0, 31.0, 43.0, 46.0], 'RatingChange': [-11.0, -28.0, -9.0, 0.0, -3.0, -3.0, -4.0, -3.0, -3.0, -4.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, 0.0, 1.0, -1.0, 4.0, 1.0, 5.0, 4.0, 7.0, 7.0, 12.0, 3.0]}"
"Left, Right, Left","{'Rating': [100, 98.0, 89.0, 80.0, 75.0, 73.0, 80.0, 86.0, 91.0, 96.0, 100.0, 98.0, 96.0], 'RatingChange': [-2.0, -9.0, -9.0, -5.0, -2.0, 7.0, 6.0, 5.0, 5.0, 4.0, -2.0, -2.0]}"
www.memory,"{'Rating': [75, 59.0, 59.0, 54.0, 50.0, 49.0, 47.0, 45.0, 49.0, 69.0, 63.0, 67.0, 77.0, 89.0, 99.0], 'RatingChange': [-16.0, 0.0, -5.0, -4.0, -1.0, -2.0, -2.0, 4.0, 20.0, -6.0, 4.0, 10.0, 12.0, 10.0]}"
Wobble Wobble,"{'Rating': [57, 34.0, 25.0, 17.0, 17.0, 31.0, 36.0, 49.0, 53.0, 57.0, 64.0, 70.0, 75.0, 76.0, 78.0, 85.0, 92.0, 96.0], 'RatingChange': [-23.0, -9.0, -8.0, 0.0, 14.0, 5.0, 13.0, 4.0, 4.0, 7.0, 6.0, 5.0, 1.0, 2.0, 7.0, 7.0, 4.0]}"
