You Can Do It,"{'Rating': [86, 66.0, 50.0, 42.0, 42.0, 40.0, 35.0, 46.0, 45.0, 54.0, 73.0, 89.0], 'RatingChange': [-20.0, -16.0, -8.0, 0.0, -2.0, -5.0, 11.0, -1.0, 9.0, 19.0, 16.0]}"
Incomplete,"{'Rating': [77, 66.0, 61.0, 61.0, 61.0, 55.0, 2.0, 1.0, 1.0, 2.0, 2.0, 4.0, 5.0, 5.0, 7.0, 8.0, 10.0, 10.0, 9.0, 14.0, 17.0, 20.0, 25.0, 31.0, 32.0, 46.0], 'RatingChange': [-11.0, -5.0, 0.0, 0.0, -6.0, -53.0, -1.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0, 2.0, 1.0, 2.0, 0.0, -1.0, 5.0, 3.0, 3.0, 5.0, 6.0, 1.0, 14.0]}"
Everything You Want,"{'Rating': [70, 61.0, 53.0, 46.0, 40.0, 33.0, 31.0, 26.0, 22.0, 19.0, 17.0, 15.0, 13.0, 9.0, 9.0, 8.0, 8.0, 6.0, 7.0, 7.0, 8.0, 3.0, 3.0, 6.0, 6.0, 1.0, 2.0, 3.0, 4.0, 7.0, 9.0, 10.0, 18.0, 20.0, 27.0, 29.0, 36.0, 40.0, 50.0, 47.0, 50.0], 'RatingChange': [-9.0, -8.0, -7.0, -6.0, -7.0, -2.0, -5.0, -4.0, -3.0, -2.0, -2.0, -2.0, -4.0, 0.0, -1.0, 0.0, -2.0, 1.0, 0.0, 1.0, -5.0, 0.0, 3.0, 0.0, -5.0, 1.0, 1.0, 1.0, 3.0, 2.0, 1.0, 8.0, 2.0, 7.0, 2.0, 7.0, 4.0, 10.0, -3.0, 3.0]}"
Riddle,"{'Rating': [92, 92.0, 97.0, 100.0], 'RatingChange': [0.0, 5.0, 3.0]}"
Monica,"{'Rating': [95, 87.0, 80.0, 80.0, 77.0, 87.0, 91.0, 91.0, 100.0], 'RatingChange': [-8.0, -7.0, 0.0, -3.0, 10.0, 4.0, 0.0, 9.0]}"
Stay Or Let It Go,"{'Rating': [95, 92.0, 82.0, 78.0, 76.0, 88.0, 100.0, 93.0], 'RatingChange': [-3.0, -10.0, -4.0, -2.0, 12.0, 12.0, -7.0]}"
Liar,"{'Rating': [52, 32.0, 25.0, 17.0, 16.0, 16.0, 14.0, 19.0, 24.0, 33.0, 35.0, 43.0, 54.0, 61.0, 69.0, 75.0, 86.0, 81.0, 94.0, 99.0], 'RatingChange': [-20.0, -7.0, -8.0, -1.0, 0.0, -2.0, 5.0, 5.0, 9.0, 2.0, 8.0, 11.0, 7.0, 8.0, 6.0, 11.0, -5.0, 13.0, 5.0]}"
911,"{'Rating': [77, 74.0, 64.0, 61.0, 53.0, 48.0, 43.0, 38.0, 42.0, 38.0, 44.0, 49.0, 53.0, 61.0, 66.0, 68.0, 80.0, 85.0, 96.0], 'RatingChange': [-3.0, -10.0, -3.0, -8.0, -5.0, -5.0, -5.0, 4.0, -4.0, 6.0, 5.0, 4.0, 8.0, 5.0, 2.0, 12.0, 5.0, 11.0]}"
Learn To Fly,"{'Rating': [80, 69.0, 68.0, 63.0, 60.0, 52.0, 42.0, 32.0, 30.0, 25.0, 22.0, 22.0, 26.0, 20.0, 19.0, 20.0, 26.0, 30.0, 35.0, 42.0, 50.0], 'RatingChange': [-11.0, -1.0, -5.0, -3.0, -8.0, -10.0, -10.0, -2.0, -5.0, -3.0, 0.0, 4.0, -6.0, -1.0, 1.0, 6.0, 4.0, 5.0, 7.0, 8.0]}"
Left & Right,"{'Rating': [93, 77.0, 75.0, 70.0, 91.0], 'RatingChange': [-16.0, -2.0, -5.0, 21.0]}"
Freakin' It,"{'Rating': [99, 99.0, 99.0, 99.0], 'RatingChange': [0.0, 0.0, 0.0]}"
Whatever,"{'Rating': [75, 75.0, 67.0, 73.0, 64.0, 56.0, 54.0, 54.0, 54.0, 48.0, 47.0, 50.0, 60.0, 68.0, 73.0, 81.0, 92.0, 90.0], 'RatingChange': [0.0, -8.0, 6.0, -9.0, -8.0, -2.0, 0.0, 0.0, -6.0, -1.0, 3.0, 10.0, 8.0, 5.0, 8.0, 11.0, -2.0]}"
I Turn To You,"{'Rating': [50, 39.0, 30.0, 28.0, 21.0, 19.0, 20.0, 17.0, 17.0, 17.0, 17.0, 3.0, 3.0, 7.0, 10.0, 17.0, 25.0, 29.0, 29.0, 40.0, 43.0, 50.0], 'RatingChange': [-11.0, -9.0, -2.0, -7.0, -2.0, 1.0, -3.0, 0.0, 0.0, 0.0, -14.0, 0.0, 4.0, 3.0, 7.0, 8.0, 4.0, 0.0, 11.0, 3.0, 7.0]}"
Shake Your Bon-Bon,"{'Rating': [74, 66.0, 52.0, 39.0, 39.0, 39.0, 39.0, 46.0, 47.0, 54.0, 91.0, 28.0, 22.0, 33.0, 46.0, 70.0, 87.0, 93.0], 'RatingChange': [-8.0, -14.0, -13.0, 0.0, 0.0, 0.0, 7.0, 1.0, 7.0, 37.0, -63.0, -6.0, 11.0, 13.0, 24.0, 17.0, 6.0]}"
Some Things Never Change,"{'Rating': [76, 66.0, 66.0, 65.0, 63.0, 60.0, 60.0, 58.0, 58.0, 58.0, 58.0, 59.0, 70.0, 93.0], 'RatingChange': [-10.0, 0.0, -1.0, -2.0, -3.0, 0.0, -2.0, 0.0, 0.0, 0.0, 1.0, 11.0, 23.0]}"
Broadway,"{'Rating': [74, 58.0, 53.0, 42.0, 35.0, 31.0, 29.0, 25.0, 29.0, 26.0, 24.0, 33.0, 46.0, 48.0, 57.0, 62.0, 74.0, 82.0, 85.0, 87.0], 'RatingChange': [-16.0, -5.0, -11.0, -7.0, -4.0, -2.0, -4.0, 4.0, -3.0, -2.0, 9.0, 13.0, 2.0, 9.0, 5.0, 12.0, 8.0, 3.0, 2.0]}"
Auld Lang Syne (The Millenium Mix),"{'Rating': [89, 89.0, 7.0, 8.0, 66.0], 'RatingChange': [0.0, -82.0, 1.0, 58.0]}"
Pop Ya Collar,"{'Rating': [68, 64.0, 60.0, 60.0, 62.0, 79.0, 93.0], 'RatingChange': [-4.0, -4.0, 0.0, 2.0, 17.0, 14.0]}"
All The Small Things,"{'Rating': [89, 76.0, 69.0, 59.0, 59.0, 51.0, 50.0, 35.0, 26.0, 15.0, 7.0, 6.0, 8.0, 8.0, 9.0, 11.0, 14.0, 16.0, 18.0, 23.0, 33.0, 41.0, 43.0], 'RatingChange': [-13.0, -7.0, -10.0, 0.0, -8.0, -1.0, -15.0, -9.0, -11.0, -8.0, -1.0, 2.0, 0.0, 1.0, 2.0, 3.0, 2.0, 2.0, 5.0, 10.0, 8.0, 2.0]}"
Back At One,"{'Rating': [89, 55.0, 51.0, 43.0, 37.0, 37.0, 36.0, 39.0, 42.0, 46.0, 45.0, 52.0, 64.0, 74.0, 84.0, 90.0, 94.0, 99.0], 'RatingChange': [-34.0, -4.0, -8.0, -6.0, 0.0, -1.0, 3.0, 3.0, 4.0, -1.0, 7.0, 12.0, 10.0, 10.0, 6.0, 4.0, 5.0]}"
It's My Life,"{'Rating': [64, 58.0, 51.0, 51.0, 48.0, 45.0, 36.0, 33.0, 34.0, 34.0, 35.0, 34.0, 39.0, 44.0, 51.0, 58.0, 61.0, 84.0, 85.0, 87.0], 'RatingChange': [-6.0, -7.0, 0.0, -3.0, -3.0, -9.0, -3.0, 1.0, 0.0, 1.0, -1.0, 5.0, 5.0, 7.0, 7.0, 3.0, 23.0, 1.0, 2.0]}"
The Next Episode,"{'Rating': [78, 67.0, 58.0, 53.0, 46.0, 41.0, 32.0, 27.0, 26.0, 23.0, 26.0, 27.0, 32.0, 32.0, 44.0, 46.0, 47.0, 50.0, 52.0, 58.0], 'RatingChange': [-11.0, -9.0, -5.0, -7.0, -5.0, -9.0, -5.0, -1.0, -3.0, 3.0, 1.0, 5.0, 0.0, 12.0, 2.0, 1.0, 3.0, 2.0, 6.0]}"
Wifey,"{'Rating': [85, 61.0, 46.0, 40.0, 36.0, 31.0, 25.0, 22.0, 25.0, 24.0, 21.0, 20.0, 19.0, 19.0, 8.0, 7.0, 10.0, 12.0, 21.0, 25.0, 35.0], 'RatingChange': [-24.0, -15.0, -6.0, -4.0, -5.0, -6.0, -3.0, 3.0, -1.0, -3.0, -1.0, -1.0, 0.0, -11.0, -1.0, 3.0, 2.0, 9.0, 4.0, 10.0]}"
What You Want,"{'Rating': [98, 95.0, 95.0, 87.0, 86.0, 79.0, 62.0, 60.0, 58.0, 57.0, 52.0, 55.0, 49.0, 57.0, 62.0, 65.0, 87.0, 89.0, 99.0, 100.0], 'RatingChange': [-3.0, 0.0, -8.0, -1.0, -7.0, -17.0, -2.0, -2.0, -1.0, -5.0, 3.0, -6.0, 8.0, 5.0, 3.0, 22.0, 2.0, 10.0, 1.0]}"
What About Now,"{'Rating': [78, 72.0, 66.0, 64.0, 56.0, 50.0, 47.0, 39.0, 37.0, 34.0, 30.0, 30.0, 35.0, 36.0, 37.0, 43.0, 54.0, 60.0, 61.0, 69.0], 'RatingChange': [-6.0, -6.0, -2.0, -8.0, -6.0, -3.0, -8.0, -2.0, -3.0, -4.0, 0.0, 5.0, 1.0, 1.0, 6.0, 11.0, 6.0, 1.0, 8.0]}"
Straight Up,"{'Rating': [98, 98.0, 97.0, 90.0, 85.0, 83.0, 83.0, 97.0, 98.0], 'RatingChange': [0.0, -1.0, -7.0, -5.0, -2.0, 0.0, 14.0, 1.0]}"
Show Me The Meaning Of Being Lonely,"{'Rating': [74, 62.0, 55.0, 25.0, 16.0, 14.0, 12.0, 10.0, 12.0, 9.0, 7.0, 6.0, 6.0, 6.0, 8.0, 9.0, 13.0, 19.0, 23.0, 26.0, 32.0, 34.0, 45.0, 47.0], 'RatingChange': [-12.0, -7.0, -30.0, -9.0, -2.0, -2.0, -2.0, 2.0, -3.0, -2.0, -1.0, 0.0, 0.0, 2.0, 1.0, 4.0, 6.0, 4.0, 3.0, 6.0, 2.0, 11.0, 2.0]}"
Got Beef,"{'Rating': [99, 99.0], 'RatingChange': [0.0]}"
What I Need To Do,"{'Rating': [79, 74.0, 68.0, 72.0, 69.0, 69.0, 62.0, 58.0, 57.0, 57.0, 56.0, 56.0, 56.0, 72.0, 80.0, 93.0, 95.0], 'RatingChange': [-5.0, -6.0, 4.0, -3.0, 0.0, -7.0, -4.0, -1.0, 0.0, -1.0, 0.0, 0.0, 16.0, 8.0, 13.0, 2.0]}"
Be With You,"{'Rating': [63, 45.0, 34.0, 23.0, 17.0, 12.0, 9.0, 8.0, 8.0, 6.0, 5.0, 4.0, 1.0, 1.0, 1.0, 3.0, 11.0, 14.0, 24.0, 28.0], 'RatingChange': [-18.0, -11.0, -11.0, -6.0, -5.0, -3.0, -1.0, 0.0, -2.0, -1.0, -1.0, -3.0, 0.0, 0.0, 2.0, 8.0, 3.0, 10.0, 4.0]}"
Where I Wanna Be,"{'Rating': [96, 95.0, 99.0, 99.0, 100.0], 'RatingChange': [-1.0, 4.0, 0.0, 1.0]}"
You'll Always Be Loved By Me,"{'Rating': [95, 85.0, 85.0, 85.0, 83.0, 83.0, 82.0, 74.0, 74.0, 68.0, 62.0, 56.0, 56.0, 55.0, 62.0, 71.0, 86.0, 100.0, 98.0], 'RatingChange': [-10.0, 0.0, 0.0, -2.0, 0.0, -1.0, -8.0, 0.0, -6.0, -6.0, -6.0, 0.0, -1.0, 7.0, 9.0, 15.0, 14.0, -2.0]}"
Feelin' Good,"{'Rating': [79, 79.0, 66.0, 54.0, 54.0, 54.0, 54.0, 51.0, 61.0, 79.0, 96.0, 64.0, 74.0, 73.0, 79.0, 82.0, 96.0], 'RatingChange': [0.0, -13.0, -12.0, 0.0, 0.0, 0.0, -3.0, 10.0, 18.0, 17.0, -32.0, 10.0, -1.0, 6.0, 3.0, 14.0]}"
I Think I'm In Love With You,"{'Rating': [63, 52.0, 44.0, 29.0, 25.0, 23.0, 21.0, 21.0, 21.0, 27.0, 38.0, 38.0, 57.0, 74.0, 89.0, 96.0], 'RatingChange': [-11.0, -8.0, -15.0, -4.0, -2.0, -2.0, 0.0, 0.0, 6.0, 11.0, 0.0, 19.0, 17.0, 15.0, 7.0]}"
American Pie,"{'Rating': [43, 35.0, 29.0, 29.0, 33.0, 32.0, 40.0, 58.0, 88.0], 'RatingChange': [-8.0, -6.0, 0.0, 4.0, -1.0, 8.0, 18.0, 30.0]}"
With Arms Wide Open,"{'Rating': [84, 78.0, 76.0, 74.0, 70.0, 68.0, 74.0, 75.0, 69.0, 74.0, 70.0, 79.0, 84.0, 86.0, 76.0, 62.0, 45.0, 29.0, 19.0, 11.0, 10.0, 7.0, 5.0, 3.0, 3.0, 3.0, 1.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 9.0, 12.0, 13.0, 13.0, 17.0, 22.0, 26.0, 28.0, 37.0, 41.0], 'RatingChange': [-6.0, -2.0, -2.0, -4.0, -2.0, 6.0, 1.0, -6.0, 5.0, -4.0, 9.0, 5.0, 2.0, -10.0, -14.0, -17.0, -16.0, -10.0, -8.0, -1.0, -3.0, -2.0, -2.0, 0.0, 0.0, -2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 4.0, 3.0, 1.0, 0.0, 4.0, 5.0, 4.0, 2.0, 9.0, 4.0]}"
Girls Dem Sugar,"{'Rating': [72, 72.0, 63.0, 56.0, 62.0, 63.0, 54.0, 60.0, 69.0, 75.0, 84.0, 92.0, 85.0, 84.0, 95.0], 'RatingChange': [0.0, -9.0, -7.0, 6.0, 1.0, -9.0, 6.0, 9.0, 6.0, 9.0, 8.0, -7.0, -1.0, 11.0]}"
More,"{'Rating': [84, 84.0, 75.0, 73.0, 73.0, 69.0, 68.0, 65.0, 73.0, 83.0, 92.0], 'RatingChange': [0.0, -9.0, -2.0, 0.0, -4.0, -1.0, -3.0, 8.0, 10.0, 9.0]}"
Rhythm Divine,"{'Rating': [90, 84.0, 79.0, 67.0, 67.0, 39.0, 33.0, 32.0, 38.0, 38.0, 49.0, 51.0, 61.0, 61.0, 66.0, 88.0, 96.0], 'RatingChange': [-6.0, -5.0, -12.0, 0.0, -28.0, -6.0, -1.0, 6.0, 0.0, 11.0, 2.0, 10.0, 0.0, 5.0, 22.0, 8.0]}"
Case Of The Ex (Whatcha Gonna Do),"{'Rating': [72, 57.0, 52.0, 47.0, 42.0, 31.0, 24.0, 18.0, 17.0, 17.0, 17.0, 10.0, 9.0, 9.0, 7.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 8.0, 11.0, 15.0, 19.0, 24.0, 23.0, 35.0], 'RatingChange': [-15.0, -5.0, -5.0, -5.0, -11.0, -7.0, -6.0, -1.0, 0.0, 0.0, -7.0, -1.0, 0.0, -2.0, -5.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 4.0, 3.0, 4.0, 4.0, 5.0, -1.0, 12.0]}"
Your Everything,"{'Rating': [81, 80.0, 73.0, 73.0, 67.0, 64.0, 60.0, 59.0, 53.0, 51.0, 55.0, 66.0, 84.0, 90.0, 96.0, 100.0], 'RatingChange': [-1.0, -7.0, 0.0, -6.0, -3.0, -4.0, -1.0, -6.0, -2.0, 4.0, 11.0, 18.0, 6.0, 6.0, 4.0]}"
Pull Over,"{'Rating': [97, 93.0, 96.0, 100.0], 'RatingChange': [-4.0, 3.0, 4.0]}"
Without You,"{'Rating': [80, 70.0, 63.0, 56.0, 50.0, 49.0, 48.0, 46.0, 41.0, 40.0, 35.0, 31.0, 33.0, 44.0, 36.0, 35.0, 37.0, 43.0, 51.0, 54.0], 'RatingChange': [-10.0, -7.0, -7.0, -6.0, -1.0, -1.0, -2.0, -5.0, -1.0, -5.0, -4.0, 2.0, 11.0, -8.0, -1.0, 2.0, 6.0, 8.0, 3.0]}"
I'm Outta Love,"{'Rating': [92, 95.0, 97.0], 'RatingChange': [3.0, 2.0]}"
Just Be A Man About It,"{'Rating': [76, 69.0, 51.0, 42.0, 37.0, 32.0, 32.0, 34.0, 34.0, 38.0, 50.0, 53.0, 53.0, 63.0, 65.0, 72.0, 79.0, 84.0, 89.0, 90.0], 'RatingChange': [-7.0, -18.0, -9.0, -5.0, -5.0, 0.0, 2.0, 0.0, 4.0, 12.0, 3.0, 0.0, 10.0, 2.0, 7.0, 7.0, 5.0, 5.0, 1.0]}"
We Danced,"{'Rating': [71, 68.0, 52.0, 52.0, 45.0, 42.0, 39.0, 34.0, 34.0, 29.0, 36.0, 42.0, 55.0, 53.0, 57.0, 64.0, 72.0, 84.0, 83.0, 86.0], 'RatingChange': [-3.0, -16.0, 0.0, -7.0, -3.0, -3.0, -5.0, 0.0, -5.0, 7.0, 6.0, 13.0, -2.0, 4.0, 7.0, 8.0, 12.0, -1.0, 3.0]}"
Graduation (Friends Forever),"{'Rating': [81, 64.0, 54.0, 54.0, 46.0, 40.0, 40.0, 40.0, 38.0, 42.0, 57.0, 87.0], 'RatingChange': [-17.0, -10.0, 0.0, -8.0, -6.0, 0.0, 0.0, -2.0, 4.0, 15.0, 30.0]}"
My Love Goes On And On,"{'Rating': [99, 94.0, 94.0, 87.0, 84.0, 83.0, 76.0, 76.0, 79.0, 83.0, 91.0], 'RatingChange': [-5.0, 0.0, -7.0, -3.0, -1.0, -7.0, 0.0, 3.0, 4.0, 8.0]}"
I Lost It,"{'Rating': [75, 67.0, 61.0, 58.0, 58.0, 53.0, 47.0, 47.0, 40.0, 34.0, 36.0, 45.0, 42.0, 45.0, 60.0, 70.0, 82.0, 88.0, 89.0, 92.0], 'RatingChange': [-8.0, -6.0, -3.0, 0.0, -5.0, -6.0, 0.0, -7.0, -6.0, 2.0, 9.0, -3.0, 3.0, 15.0, 10.0, 12.0, 6.0, 1.0, 3.0]}"
Otherside,"{'Rating': [80, 72.0, 65.0, 52.0, 51.0, 49.0, 40.0, 37.0, 32.0, 29.0, 29.0, 29.0, 29.0, 24.0, 18.0, 14.0, 15.0, 16.0, 19.0, 22.0, 29.0, 45.0], 'RatingChange': [-8.0, -7.0, -13.0, -1.0, -2.0, -9.0, -3.0, -5.0, -3.0, 0.0, 0.0, 0.0, -5.0, -6.0, -4.0, 1.0, 1.0, 3.0, 3.0, 7.0, 16.0]}"
You Won't Be Lonely Now,"{'Rating': [97, 97.0, 97.0, 92.0, 91.0, 88.0, 85.0, 80.0, 82.0, 80.0, 80.0, 89.0, 95.0], 'RatingChange': [0.0, 0.0, -5.0, -1.0, -3.0, -3.0, -5.0, 2.0, -2.0, 0.0, 9.0, 6.0]}"
A Country Boy Can Survive,"{'Rating': [93, 75.0, 92.0], 'RatingChange': [-18.0, 17.0]}"
Meanwhile Back At The Ranch,"{'Rating': [87, 86.0, 81.0, 92.0, 80.0, 80.0, 82.0, 84.0, 82.0, 81.0, 85.0, 91.0], 'RatingChange': [-1.0, -5.0, 11.0, -12.0, 0.0, 2.0, 2.0, -2.0, -1.0, 4.0, 6.0]}"
Party Up (Up In Here),"{'Rating': [88, 74.0, 62.0, 56.0, 49.0, 44.0, 38.0, 32.0, 27.0, 27.0, 27.0, 27.0, 27.0, 28.0, 28.0, 33.0, 35.0, 42.0, 44.0, 46.0, 43.0], 'RatingChange': [-14.0, -12.0, -6.0, -7.0, -5.0, -6.0, -6.0, -5.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 5.0, 2.0, 7.0, 2.0, 2.0, -3.0]}"
That Other Woman,"{'Rating': [80, 72.0, 66.0, 66.0, 64.0, 76.0, 65.0, 66.0, 75.0, 85.0, 97.0], 'RatingChange': [-8.0, -6.0, 0.0, -2.0, 12.0, -11.0, 1.0, 9.0, 10.0, 12.0]}"
Best Of Intentions,"{'Rating': [97, 86.0, 79.0, 70.0, 63.0, 56.0, 50.0, 48.0, 51.0, 38.0, 33.0, 31.0, 28.0, 28.0, 28.0, 27.0, 29.0, 31.0, 37.0, 45.0, 49.0, 48.0], 'RatingChange': [-11.0, -7.0, -9.0, -7.0, -7.0, -6.0, -2.0, 3.0, -13.0, -5.0, -2.0, -3.0, 0.0, 0.0, -1.0, 2.0, 2.0, 6.0, 8.0, 4.0, -1.0]}"
Higher,"{'Rating': [81, 77.0, 73.0, 63.0, 61.0, 58.0, 56.0, 52.0, 56.0, 57.0, 57.0, 57.0, 57.0, 57.0, 60.0, 61.0, 61.0, 57.0, 60.0, 61.0, 43.0, 41.0, 34.0, 28.0, 25.0, 23.0, 22.0, 16.0, 16.0, 18.0, 14.0, 13.0, 13.0, 11.0, 11.0, 9.0, 9.0, 7.0, 7.0, 9.0, 9.0, 12.0, 14.0, 16.0, 17.0, 17.0, 21.0, 26.0, 29.0, 32.0, 39.0, 39.0, 43.0, 47.0, 50.0, 50.0, 49.0], 'RatingChange': [-4.0, -4.0, -10.0, -2.0, -3.0, -2.0, -4.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, -4.0, 3.0, 1.0, -18.0, -2.0, -7.0, -6.0, -3.0, -2.0, -1.0, -6.0, 0.0, 2.0, -4.0, -1.0, 0.0, -2.0, 0.0, -2.0, 0.0, -2.0, 0.0, 2.0, 0.0, 3.0, 2.0, 2.0, 1.0, 0.0, 4.0, 5.0, 3.0, 3.0, 7.0, 0.0, 4.0, 4.0, 3.0, 0.0, -1.0]}"
Born To Fly,"{'Rating': [77, 71.0, 64.0, 57.0, 55.0, 51.0, 46.0, 44.0, 36.0, 39.0, 34.0, 46.0, 44.0, 36.0, 42.0, 53.0, 58.0, 74.0, 81.0, 86.0], 'RatingChange': [-6.0, -7.0, -7.0, -2.0, -4.0, -5.0, -2.0, -8.0, 3.0, -5.0, 12.0, -2.0, -8.0, 6.0, 11.0, 5.0, 16.0, 7.0, 5.0]}"
I Wanna Know,"{'Rating': [94, 86.0, 69.0, 50.0, 41.0, 33.0, 32.0, 28.0, 28.0, 27.0, 27.0, 25.0, 23.0, 20.0, 17.0, 15.0, 14.0, 11.0, 11.0, 14.0, 11.0, 11.0, 10.0, 12.0, 10.0, 6.0, 4.0, 5.0, 4.0, 5.0, 5.0, 7.0, 6.0, 8.0, 5.0, 6.0, 9.0, 9.0, 8.0, 14.0, 16.0, 20.0, 32.0, 45.0], 'RatingChange': [-8.0, -17.0, -19.0, -9.0, -8.0, -1.0, -4.0, 0.0, -1.0, 0.0, -2.0, -2.0, -3.0, -3.0, -2.0, -1.0, -3.0, 0.0, 3.0, -3.0, 0.0, -1.0, 2.0, -2.0, -4.0, -2.0, 1.0, -1.0, 1.0, 0.0, 2.0, -1.0, 2.0, -3.0, 1.0, 3.0, 0.0, -1.0, 6.0, 2.0, 4.0, 12.0, 13.0]}"
Independent Women Part I,"{'Rating': [78, 63.0, 49.0, 33.0, 23.0, 15.0, 7.0, 5.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 7.0, 10.0, 12.0, 15.0, 22.0, 29.0, 31.0], 'RatingChange': [-15.0, -14.0, -16.0, -10.0, -8.0, -8.0, -2.0, -4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 4.0, 3.0, 2.0, 3.0, 7.0, 7.0, 2.0]}"
N 2 Gether Now,"{'Rating': [94, 88.0, 85.0, 78.0, 78.0, 73.0, 84.0, 86.0, 90.0, 97.0, 96.0], 'RatingChange': [-6.0, -3.0, -7.0, 0.0, -5.0, 11.0, 2.0, 4.0, 7.0, -1.0]}"
One Night Stand,"{'Rating': [96, 96.0, 69.0, 74.0, 72.0, 62.0, 49.0, 45.0, 38.0, 34.0, 38.0, 45.0, 47.0, 58.0, 68.0, 88.0, 99.0], 'RatingChange': [0.0, -27.0, 5.0, -2.0, -10.0, -13.0, -4.0, -7.0, -4.0, 4.0, 7.0, 2.0, 11.0, 10.0, 20.0, 11.0]}"
